"","termGrp","term","termLabel","or_unadj","lcl95_unadj","ucl95_unadj","p.valueUnadj","or_adj","lcl95_adj","ucl95_adj","p.value"
"1","Specialty","specGrp300","General Medicine (ref)",1,NA,NA,NA,1,NA,NA,NA
"2","Specialty","specGrp180","Accident & Emergency",0.959679937148704,0.934231536856227,0.985821550046297,0.00268725499646786,1.36220622367668,1.31685862871835,1.40911541706606,1.30075229206538e-71
"3","Specialty","specGrpotherSpec","all other specialties",0.545858214135857,0.512236076847745,0.581687240331086,9.61100010830996e-78,0.953864699463309,0.882501279122422,1.030998919103,0.233837992772676
"4","Specialty","specGrp190","Anaesthetics",0.373319036250933,0.297702939678995,0.468141507025765,1.43172309136604e-17,1.08617731208267,0.847026371868388,1.39285055633007,0.514718085004779
"5","Specialty","specGrp103","Breast Surgery",0.314426348482182,0.287444575142309,0.343940839971993,5.91125705237381e-141,1.16142925418192,1.05355274084755,1.28035157630969,0.00262204006968331
"6","Specialty","specGrp172","Cardiac Surgery",0.608146649092249,0.544781888548101,0.678881502077462,8.05755169977491e-19,1.09772242698279,0.976070773808097,1.23453601832555,0.119745847103954
"7","Specialty","specGrp320","Cardiology",0.413557306869199,0.40126867877445,0.426222267302948,0,0.864605227726068,0.833870497843853,0.896472775741764,3.32533656145787e-15
"8","Specialty","specGrp170","Cardiothoracic Surgery",0.633495838743417,0.524183647449853,0.765603771994086,2.31463922764145e-06,1.11194910471969,0.908338600412366,1.36120033974732,0.303790035004871
"9","Specialty","specGrp303","Clinical Haematology",0.350228572527169,0.341479823843126,0.359201465064502,0,0.875798633335405,0.846269566656743,0.906358064112302,3.4924852573574e-14
"10","Specialty","specGrp800","Clinical Oncology (Previously Radiotherapy)",0.469770068153857,0.456095772744082,0.483854335254071,0,0.890710790262577,0.854892644572815,0.928029638489433,3.26114325612129e-08
"11","Specialty","specGrp104","Colorectal Surgery",0.222457686182246,0.2123658440718,0.233029102951354,0,0.749471921109277,0.710267978805873,0.790839763712273,6.94002372678875e-26
"12","Specialty","specGrp330","Dermatology",0.211512404995415,0.199537541289049,0.224205917232076,0,0.728051671988788,0.680087392684654,0.779398710793996,6.98572437917365e-20
"13","Specialty","specGrp307","Diabetic Medicine",1.47255570351749,1.35610022043197,1.5990118335584,3.35835271958193e-20,1.10627757629284,0.997195030502742,1.22729259409902,0.0565250136369685
"14","Specialty","specGrp812","Diagnostic Imaging",0.438122624399466,0.356093312906533,0.539048128828689,6.06987202867135e-15,1.26650973978402,0.99567925839966,1.61100766882093,0.0542637783320928
"15","Specialty","specGrp302","Endocrinology",0.727749892097121,0.680944185107821,0.777772858671979,7.26005211280099e-21,0.930777190804501,0.856656974083503,1.01131048381271,0.0901984639809087
"16","Specialty","specGrp120","Ent",0.28513225755162,0.266702860021757,0.304835142337249,1.39337881261898e-296,0.726974942196112,0.672587098781037,0.785760784794794,9.19513338519463e-16
"17","Specialty","specGrp301","Gastroenterology",0.188524497629229,0.183495975191389,0.193690821661255,0,0.689114838460321,0.665663089799087,0.713392807658185,1.27346422004594e-98
"18","Specialty","specGrp100","General Surgery",0.376512004311557,0.367707488928443,0.385527338058358,0,0.833992997395316,0.810303297637242,0.858375279642272,5.04876942335671e-35
"19","Specialty","specGrp430","Geriatric Medicine",1.81862612811973,1.77518260213781,1.86313283484006,0,1.2529985867287,1.2159431132379,1.29118331380108,4.41170940224968e-49
"20","Specialty","specGrp503","Gynaecological Oncology",0.610222933891229,0.53171407054432,0.700323820029096,2.07139003935543e-12,1.40455626650513,1.20390066469862,1.63865538380834,1.56460113746923e-05
"21","Specialty","specGrp502","Gynaecology",0.280879504343701,0.259824283180584,0.303640964557307,7.15474336709947e-224,0.880847222775822,0.806091618708008,0.962535537977019,0.00504913379952389
"22","Specialty","specGrp105","Hepatobiliary & Pancreatic Surgery",0.58381296370851,0.513023025470546,0.664370914505245,3.33714524618403e-16,0.928798255533385,0.800375949725029,1.07782623875471,0.330617509257597
"23","Specialty","specGrp306","Hepatology",0.479044765324877,0.417661930446851,0.549448897436367,7.00713100742814e-26,1.05876096889952,0.899542189594865,1.24616143882026,0.492255905381179
"24","Specialty","specGrp350","Infectious Diseases",0.776354823042379,0.694090078324001,0.868369726183885,9.43488234077329e-06,1.34615548662952,1.1704030721091,1.54829958786527,3.12202913273832e-05
"25","Specialty","specGrp318","Intermediate Care",4.38243882263001,3.67019415292144,5.23290301108649,6.14855715585177e-60,2.72069927536459,2.23850897895134,3.30675669232162,8.63105332893748e-24
"26","Specialty","specGrp811","Interventional Radiology",0.491038486477031,0.45630488526886,0.528415984544157,1.63974694075327e-80,1.3674289049539,1.2511296376044,1.49453881828244,5.18466844738107e-12
"27","Specialty","specGrp144","Maxillo-Facial Surgery",0.222095714819942,0.199344248777022,0.247443840712732,5.96074801741145e-164,0.684247311771343,0.605403480154698,0.773359253809826,1.24197301883021e-09
"28","Specialty","specGrp370","Medical Oncology",0.516225034933751,0.501501323245093,0.531381024017986,0,0.900207119678445,0.864505025310652,0.937383629468854,3.54592121997662e-07
"29","Specialty","specGrp460","Medical Ophthalmology",0.17348737947504,0.137641025311303,0.218669330376202,8.93445121819624e-50,0.601759079588533,0.467558246571145,0.774478885834683,7.97660669409313e-05
"30","Specialty","specGrp361","Nephrology",0.594666627347587,0.56258888560376,0.628573380544918,2.23266380089336e-75,0.853273586713341,0.796859908111551,0.913681070375457,5.44833134497786e-06
"31","Specialty","specGrp400","Neurology",0.416958562095281,0.3858115852448,0.450620067290754,4.51072581634732e-108,1.19532175649851,1.09141355013967,1.30912256071572,0.000120426487087176
"32","Specialty","specGrp150","Neurosurgery",0.533491298855679,0.486785687290429,0.584678172316336,3.45445249550107e-41,1.29083445649184,1.16406711414656,1.43140680963932,1.29454958420357e-06
"33","Specialty","specGrp130","Ophthalmology",0.135060141158076,0.131571198129386,0.138641602333827,0,0.544368693101686,0.526124246202885,0.563245803948301,7.68413410089797e-268
